"Week","None","D0","D1","D2","D3","D4","DSCI"
"2023-02-07","31.39","20.57","27.67","19.15","1.22","0.00","138"
"2023-01-31","31.49","20.34","20.75","22.15","5.27","0.00","149"
"2023-01-24","29.19","22.64","20.75","22.15","5.27","0.00","152"
"2023-01-17","27.23","23.84","18.46","24.32","6.15","0.00","158"
"2023-01-10","19.66","27.14","20.24","25.01","7.95","0.00","174"
"2023-01-03","13.39","29.82","20.29","28.19","7.79","0.53","189"
"2022-12-27","5.95","34.48","22.27","28.01","8.76","0.53","201"
"2022-12-20","5.83","34.60","22.27","28.01","8.76","0.53","201"
"2022-12-13","5.87","34.56","22.27","28.01","8.76","0.53","201"
"2022-12-06","4.81","33.60","22.92","27.31","10.83","0.53","207"
"2022-11-29","1.20","34.43","25.34","23.67","14.83","0.53","218"
"2022-11-22","1.19","34.47","24.41","24.22","15.18","0.53","219"
"2022-11-15","1.19","34.47","24.41","24.22","15.18","0.53","219"
"2022-11-08","1.19","34.47","23.57","24.17","16.07","0.53","221"
"2022-11-01","1.19","34.78","22.22","25.20","16.07","0.53","222"
"2022-10-25","1.00","32.02","24.91","25.46","16.07","0.53","225"
"2022-10-18","1.54","31.53","25.56","24.77","15.73","0.87","224"
"2022-10-11","1.54","27.86","26.01","27.99","15.73","0.87","231"
"2022-10-04","1.54","27.07","26.69","26.46","17.24","1.01","234"
"2022-09-27","0.50","26.45","27.83","26.97","17.24","1.01","237"
"2022-09-20","0.50","22.35","28.19","30.60","17.35","1.01","245"
"2022-09-13","0.50","20.54","30.01","30.60","17.35","1.01","247"
"2022-09-06","0.50","20.17","29.38","29.33","19.62","1.01","250"
"2022-08-30","0.51","20.46","29.07","26.64","22.30","1.01","253"
"2022-08-23","0.41","15.47","30.04","30.18","22.89","1.01","263"
"2022-08-16","0.37","9.94","33.17","31.41","23.98","1.13","272"
"2022-08-09","0.36","6.18","27.15","32.34","31.72","2.24","296"
"2022-08-02","0.21","5.57","25.58","31.03","31.96","5.65","306"
"2022-07-26","0.21","3.54","25.94","31.57","32.36","6.39","312"
"2022-07-19","0.21","1.52","24.45","31.70","35.38","6.73","321"
"2022-07-12","0.05","1.65","24.51","32.12","34.95","6.73","320"
"2022-07-05","0.05","1.65","19.64","36.40","35.96","6.29","325"
"2022-06-28","0.01","1.66","18.19","37.77","36.08","6.29","327"
"2022-06-21","0.01","1.64","15.29","34.52","41.56","6.97","337"
"2022-06-14","0.01","1.64","15.29","33.74","42.89","6.42","337"
"2022-06-07","0.01","1.64","15.89","34.33","41.70","6.42","335"
"2022-05-31","0.01","1.59","16.02","37.38","40.16","4.84","331"
"2022-05-24","0.00","1.08","16.05","37.74","40.29","4.84","332"
"2022-05-17","0.00","1.08","20.66","43.03","30.79","4.44","317"
"2022-05-10","0.00","1.75","22.93","43.79","31.14","0.39","305"
"2022-05-03","0.00","1.75","24.48","47.19","26.19","0.39","299"
"2022-04-26","0.00","2.57","23.66","50.73","22.72","0.32","295"
"2022-04-19","0.00","7.06","19.99","49.96","22.67","0.32","289"
"2022-04-12","0.00","7.06","19.99","51.92","20.72","0.32","287"
"2022-04-05","0.00","7.06","19.99","52.37","20.26","0.32","287"
"2022-03-29","0.00","11.18","27.33","42.23","18.95","0.32","270"
"2022-03-22","0.00","11.19","27.66","42.79","18.04","0.32","269"
"2022-03-15","0.00","11.15","27.70","42.79","18.04","0.32","269"
"2022-03-08","0.00","11.15","27.96","42.52","18.04","0.32","268"
"2022-03-01","0.00","11.15","27.96","41.52","19.05","0.32","269"
"2022-02-22","0.00","18.37","22.61","43.39","15.30","0.32","257"
"2022-02-15","0.00","18.37","22.90","43.11","15.30","0.32","256"
"2022-02-08","0.00","19.35","23.32","41.72","15.30","0.32","254"
"2022-02-01","0.00","19.35","23.37","42.17","14.80","0.32","253"
"2022-01-25","0.00","19.35","23.37","42.17","14.80","0.32","253"
"2022-01-18","0.00","19.35","23.37","42.17","14.80","0.32","253"
"2022-01-11","0.00","19.35","23.37","42.17","14.80","0.32","253"
"2022-01-04","0.00","18.02","23.68","42.23","15.76","0.32","257"
"2021-12-28","0.00","14.55","26.99","31.78","26.36","0.32","271"
"2021-12-21","0.00","8.59","23.99","33.30","32.92","1.20","294"
"2021-12-14","0.00","8.64","24.29","33.40","32.26","1.40","293"
"2021-12-07","0.00","8.65","23.33","34.35","29.55","4.12","297"
"2021-11-30","0.00","8.65","24.01","33.68","29.55","4.12","297"
"2021-11-23","0.00","9.63","23.24","33.47","29.55","4.12","295"
"2021-11-16","0.00","9.63","23.24","33.47","29.55","4.12","295"
"2021-11-09","0.00","9.63","22.89","32.94","30.42","4.12","297"
"2021-11-02","0.00","9.63","22.53","33.08","29.42","5.34","298"
"2021-10-26","0.00","9.45","22.53","30.57","31.45","6.00","302"
"2021-10-19","0.00","9.43","21.48","29.68","33.41","6.00","305"
"2021-10-12","0.00","9.43","20.78","29.94","32.90","6.95","307"
"2021-10-05","0.00","8.46","19.62","27.41","37.04","7.47","315"
"2021-09-28","0.00","8.87","19.22","25.73","37.85","8.34","318"
"2021-09-21","0.00","6.47","21.61","25.73","37.65","8.54","320"
"2021-09-14","0.35","6.12","21.61","25.31","38.00","8.61","320"
"2021-09-07","0.35","6.12","21.61","25.31","38.00","8.61","320"
"2021-08-31","0.35","2.62","19.50","29.65","37.09","10.80","333"
"2021-08-24","0.37","2.60","19.29","28.81","32.62","16.31","340"
"2021-08-17","0.37","2.44","17.76","17.72","40.00","21.72","360"
"2021-08-10","0.37","1.56","8.22","26.59","40.46","22.81","374"
"2021-08-03","0.29","1.54","8.12","24.50","42.49","23.06","377"
"2021-07-27","0.03","0.76","3.60","21.11","46.72","27.78","397"
"2021-07-20","0.02","0.52","2.78","8.63","38.66","49.40","434"
"2021-07-13","0.02","0.52","3.02","9.85","29.95","56.65","439"
"2021-07-06","0.02","0.51","3.00","11.31","28.82","56.34","437"
"2021-06-29","0.02","0.50","3.01","11.80","28.33","56.34","437"
"2021-06-22","0.02","0.50","4.69","13.17","25.20","56.42","432"
"2021-06-15","0.02","0.51","7.35","11.20","24.93","56.00","429"
"2021-06-08","0.02","0.51","7.65","11.14","24.69","56.00","428"
"2021-06-01","0.00","0.46","7.73","11.14","25.57","55.11","427"
"2021-05-25","0.00","0.43","7.84","11.05","25.57","55.11","427"
"2021-05-18","0.00","0.43","7.13","11.77","26.49","54.18","427"
"2021-05-11","0.00","0.43","7.29","11.47","26.40","54.40","427"
"2021-05-04","0.00","0.37","7.51","11.27","26.89","53.96","427"
"2021-04-27","0.00","0.37","7.38","11.14","27.05","54.06","427"
"2021-04-20","0.00","0.37","7.95","10.58","27.74","53.36","426"
"2021-04-13","0.00","1.22","7.42","10.25","27.75","53.36","425"
"2021-04-06","0.00","3.16","6.12","9.61","28.87","52.25","421"
"2021-03-30","0.00","3.25","6.03","9.61","28.87","52.25","421"
"2021-03-23","0.00","3.25","6.03","9.61","28.71","52.40","421"
"2021-03-16","0.00","3.25","5.78","10.56","28.89","51.52","420"
"2021-03-09","0.00","0.50","8.01","10.90","28.93","51.66","423"
"2021-03-02","0.00","0.50","8.01","10.90","28.93","51.66","423"
"2021-02-23","0.00","0.50","7.37","11.76","28.70","51.66","424"
"2021-02-16","0.00","0.50","6.99","11.51","29.58","51.42","424"
"2021-02-09","0.00","0.50","6.20","9.92","26.05","57.33","434"
"2021-02-02","0.00","0.50","6.20","9.92","26.05","57.33","434"
"2021-01-26","0.00","0.15","6.23","7.26","27.20","59.15","439"
"2021-01-19","0.00","0.15","5.29","7.64","21.49","65.43","447"
"2021-01-12","0.00","0.15","5.45","7.48","21.89","65.03","446"
"2021-01-05","0.00","0.15","5.45","7.48","21.89","65.03","446"
"2020-12-29","0.00","0.15","5.45","7.48","21.89","65.03","446"
"2020-12-22","0.00","0.15","5.45","7.48","21.89","65.03","446"
"2020-12-15","0.00","0.15","5.45","7.48","21.89","65.03","446"
"2020-12-08","0.00","0.15","5.54","8.20","19.76","66.35","447"
"2020-12-01","0.00","0.26","6.46","7.17","19.76","66.35","445"
"2020-11-24","0.00","0.51","6.74","7.52","27.98","57.25","435"
"2020-11-17","0.00","0.51","8.09","9.73","44.88","36.80","409"
"2020-11-10","0.00","0.51","7.81","10.89","54.29","26.50","398"
"2020-11-03","0.00","0.51","8.25","11.27","58.79","21.18","392"
"2020-10-27","0.00","0.51","8.25","11.21","59.75","20.28","391"
"2020-10-20","0.00","0.51","8.25","11.21","59.75","20.28","391"
"2020-10-13","0.00","0.51","8.61","14.10","62.07","14.71","382"
"2020-10-06","0.00","0.51","8.61","14.56","61.61","14.71","381"
"2020-09-29","0.00","1.22","10.86","15.34","65.48","7.10","366"
"2020-09-22","0.57","2.22","11.40","20.79","61.15","3.88","351"
"2020-09-15","1.46","2.07","10.65","21.31","62.00","2.50","348"
"2020-09-08","1.46","3.63","10.24","22.43","61.41","0.83","341"
"2020-09-01","2.11","3.24","14.81","37.43","42.42","0.00","315"
"2020-08-25","2.18","3.18","17.56","34.91","42.17","0.00","312"
"2020-08-18","2.30","6.03","21.29","53.61","16.78","0.00","277"
"2020-08-11","5.24","7.11","42.72","31.04","13.89","0.00","241"
"2020-08-04","5.66","9.25","43.11","33.94","8.04","0.00","229"
"2020-07-28","9.57","19.11","34.16","29.96","7.19","0.00","206"
"2020-07-21","9.57","30.51","31.07","23.59","5.26","0.00","184"
"2020-07-14","28.95","25.38","19.54","20.88","5.26","0.00","148"
"2020-07-07","33.37","25.12","15.90","21.49","4.14","0.00","138"
"2020-06-30","39.29","18.94","16.15","21.49","4.13","0.00","132"
"2020-06-23","38.66","19.42","22.22","15.95","3.76","0.00","127"
"2020-06-16","38.01","19.71","22.42","16.11","3.76","0.00","128"
"2020-06-09","37.89","20.53","22.94","16.24","2.40","0.00","125"
"2020-06-02","45.35","13.69","21.37","17.53","2.06","0.00","117"
"2020-05-26","47.89","11.18","26.42","12.44","2.06","0.00","110"
"2020-05-19","47.89","11.18","28.26","10.61","2.06","0.00","108"
"2020-05-12","48.20","18.35","22.29","10.72","0.45","0.00","97"
"2020-05-05","52.71","13.98","22.13","10.73","0.45","0.00","92"
"2020-04-28","56.82","14.08","20.33","8.77","0.00","0.00","81"
"2020-04-21","55.91","14.99","20.33","8.77","0.00","0.00","82"
"2020-04-14","55.91","15.60","21.89","6.60","0.00","0.00","79"
"2020-04-07","54.06","14.82","23.23","7.89","0.00","0.00","85"
"2020-03-31","54.06","15.45","22.60","7.89","0.00","0.00","84"
"2020-03-24","50.74","18.56","22.47","8.24","0.00","0.00","88"
"2020-03-17","50.63","16.22","24.87","8.27","0.00","0.00","91"
"2020-03-10","50.50","13.62","26.60","9.28","0.00","0.00","95"
"2020-03-03","49.88","14.23","26.60","9.28","0.00","0.00","95"
"2020-02-25","52.58","12.86","25.28","9.28","0.00","0.00","91"
"2020-02-18","50.28","14.49","25.56","9.67","0.00","0.00","95"
"2020-02-11","50.40","13.98","25.96","9.67","0.00","0.00","95"
"2020-02-04","46.02","16.44","27.55","9.98","0.00","0.00","101"
"2020-01-28","46.49","15.97","27.55","9.98","0.00","0.00","101"
"2020-01-21","43.93","18.53","21.37","16.16","0.00","0.00","110"
"2020-01-14","43.93","18.53","21.37","16.16","0.00","0.00","110"
"2020-01-07","43.93","18.53","21.37","16.16","0.00","0.00","110"
"2019-12-31","43.63","18.83","13.95","23.59","0.00","0.00","118"
"2019-12-24","35.41","25.19","13.63","25.76","0.00","0.00","130"
"2019-12-17","35.41","25.19","13.63","25.76","0.00","0.00","130"
"2019-12-10","34.46","25.00","12.74","27.80","0.00","0.00","134"
"2019-12-03","20.61","28.36","21.38","29.65","0.00","0.00","160"
"2019-11-26","13.25","21.97","26.06","37.77","0.94","0.00","191"
"2019-11-19","14.14","18.14","26.30","40.48","0.94","0.00","196"
"2019-11-12","14.56","17.98","26.94","40.52","0.00","0.00","193"
"2019-11-05","13.16","20.63","30.28","35.94","0.00","0.00","189"
"2019-10-29","13.16","20.63","30.28","35.94","0.00","0.00","189"
"2019-10-22","12.48","20.74","30.84","35.94","0.00","0.00","190"
"2019-10-15","15.88","26.77","33.55","23.80","0.00","0.00","165"
"2019-10-08","16.30","26.34","37.27","20.08","0.00","0.00","161"
"2019-10-01","19.44","26.61","41.69","12.26","0.00","0.00","147"
"2019-09-24","18.77","32.31","36.60","12.31","0.00","0.00","142"
"2019-09-17","19.12","34.06","34.51","12.31","0.00","0.00","140"
"2019-09-10","12.87","45.16","33.39","8.58","0.00","0.00","138"
"2019-09-03","16.83","63.86","18.16","1.15","0.00","0.00","104"
"2019-08-27","49.52","35.48","13.84","1.15","0.00","0.00","67"
"2019-08-20","62.34","32.26","5.40","0.00","0.00","0.00","43"
"2019-08-13","68.05","28.10","3.85","0.00","0.00","0.00","36"
"2019-08-06","83.86","12.29","3.85","0.00","0.00","0.00","20"
"2019-07-30","83.86","14.11","2.03","0.00","0.00","0.00","18"
"2019-07-23","87.48","10.48","2.03","0.00","0.00","0.00","15"
"2019-07-16","92.24","5.73","2.03","0.00","0.00","0.00","10"
"2019-07-09","92.24","5.73","2.03","0.00","0.00","0.00","10"
"2019-07-02","92.24","5.73","2.03","0.00","0.00","0.00","10"
"2019-06-25","92.24","5.73","2.03","0.00","0.00","0.00","10"
"2019-06-18","92.24","4.83","2.93","0.00","0.00","0.00","11"
"2019-06-11","91.88","5.19","2.93","0.00","0.00","0.00","11"
"2019-06-04","87.61","5.86","6.53","0.00","0.00","0.00","19"
"2019-05-28","87.18","6.29","6.53","0.00","0.00","0.00","19"
"2019-05-21","87.15","6.32","6.53","0.00","0.00","0.00","19"
"2019-05-14","85.75","7.25","6.64","0.36","0.00","0.00","22"
"2019-05-07","85.25","7.42","6.84","0.49","0.00","0.00","23"
"2019-04-30","84.68","8.00","5.25","2.08","0.00","0.00","25"
"2019-04-23","80.57","11.63","5.72","2.08","0.00","0.00","29"
"2019-04-16","75.88","15.59","5.52","3.00","0.00","0.00","36"
"2019-04-09","69.06","21.67","6.26","3.00","0.00","0.00","43"
"2019-04-02","68.42","22.31","6.26","3.01","0.00","0.00","44"
"2019-03-26","68.42","22.31","6.26","3.01","0.00","0.00","44"
"2019-03-19","48.70","39.54","7.02","2.20","2.53","0.00","70"
"2019-03-12","36.10","46.86","9.61","4.54","2.54","0.35","92"
"2019-03-05","27.84","27.92","35.70","5.65","2.54","0.35","128"
"2019-02-26","27.84","26.89","30.02","12.35","2.54","0.35","136"
"2019-02-19","14.35","22.09","39.50","17.20","6.33","0.54","181"
"2019-02-12","7.01","29.13","38.81","14.95","9.56","0.54","193"
"2019-02-05","7.01","27.69","38.98","16.15","8.71","1.46","196"
"2019-01-29","7.01","27.44","39.14","16.25","8.78","1.37","196"
"2019-01-22","7.01","24.61","35.99","22.24","8.78","1.37","205"
"2019-01-15","6.35","13.30","29.41","35.12","7.58","8.24","249"
"2019-01-08","6.74","13.46","28.86","35.12","7.58","8.24","248"
"2019-01-01","3.17","14.37","29.23","36.70","8.05","8.48","258"
"2018-12-25","0.12","16.30","30.03","37.02","8.05","8.48","262"
"2018-12-18","0.12","16.30","30.01","37.04","8.05","8.48","262"
"2018-12-11","0.12","16.30","30.01","37.04","8.05","8.48","262"
"2018-12-04","0.12","14.55","30.94","37.66","8.25","8.49","265"
"2018-11-27","0.12","14.55","30.16","33.69","11.75","9.73","272"
"2018-11-20","0.12","13.67","30.67","33.82","11.98","9.73","273"
"2018-11-13","0.12","11.23","33.12","33.82","11.98","9.73","276"
"2018-11-06","0.12","10.34","34.01","33.82","11.98","9.73","276"
"2018-10-30","0.01","9.36","31.63","33.98","15.28","9.73","284"
"2018-10-23","0.01","7.92","33.06","33.99","15.28","9.73","286"
"2018-10-16","0.01","7.92","32.87","32.79","16.67","9.73","287"
"2018-10-09","0.01","5.72","30.80","32.83","19.93","10.71","299"
"2018-10-02","0.01","4.59","20.09","32.31","29.61","13.38","327"
"2018-09-25","0.01","4.13","17.95","32.01","32.52","13.38","333"
"2018-09-18","0.01","4.13","22.53","31.14","29.73","12.46","324"
"2018-09-11","1.44","3.97","21.25","31.50","30.36","11.47","320"
"2018-09-04","1.44","3.98","19.92","30.70","32.49","11.47","323"
"2018-08-28","1.44","3.98","20.38","30.23","32.90","11.06","322"
"2018-08-21","1.44","3.98","19.11","31.50","32.90","11.06","324"
"2018-08-14","1.47","3.95","19.11","31.50","32.90","11.06","324"
"2018-08-07","2.03","3.78","18.78","31.32","32.31","11.78","323"
"2018-07-31","2.04","3.84","19.91","28.22","34.22","11.78","324"
"2018-07-24","2.01","7.75","17.92","23.63","36.98","11.71","321"
"2018-07-17","2.01","7.77","18.49","20.06","38.33","13.35","325"
"2018-07-10","2.01","7.78","18.47","19.59","38.51","13.63","326"
"2018-07-03","3.46","8.25","19.45","21.97","33.25","13.63","314"
"2018-06-26","3.49","8.58","19.08","21.97","33.25","13.63","314"
"2018-06-19","3.49","8.58","19.43","22.32","33.78","12.39","311"
"2018-06-12","3.49","8.58","19.43","22.32","33.78","12.39","311"
"2018-06-05","4.37","9.10","18.16","22.20","33.77","12.39","309"
"2018-05-29","4.37","9.10","18.16","22.20","33.77","12.39","309"
"2018-05-22","4.37","9.10","18.16","22.94","33.03","12.39","308"
"2018-05-15","4.50","9.57","18.02","26.25","31.28","10.39","301"
"2018-05-08","4.52","9.59","18.62","25.88","32.72","8.68","299"
"2018-05-01","4.67","9.44","17.86","27.76","32.48","7.79","297"
"2018-04-24","4.66","9.44","19.06","31.30","27.75","7.79","291"
"2018-04-17","4.05","9.58","20.22","31.01","30.02","5.12","289"
"2018-04-10","4.05","9.58","20.22","31.01","32.85","2.28","286"
"2018-04-03","3.58","10.96","19.01","33.48","32.96","0.00","281"
"2018-03-27","3.58","11.06","20.81","33.38","31.17","0.00","278"
"2018-03-20","3.58","10.14","23.43","36.74","26.10","0.00","272"
"2018-03-13","3.64","10.16","23.31","42.24","20.65","0.00","266"
"2018-03-06","3.64","10.29","25.75","41.89","18.43","0.00","261"
"2018-02-27","3.64","10.29","30.51","45.39","10.18","0.00","248"
"2018-02-20","3.65","10.28","30.72","47.50","7.86","0.00","246"
"2018-02-13","3.65","10.28","30.32","52.33","3.42","0.00","242"
"2018-02-06","3.64","10.30","33.66","48.98","3.42","0.00","238"
"2018-01-30","3.64","11.29","34.65","47.00","3.42","0.00","235"
"2018-01-23","5.76","14.60","38.54","41.10","0.00","0.00","215"
"2018-01-16","5.76","14.60","50.86","28.78","0.00","0.00","203"
"2018-01-09","9.19","11.88","51.63","27.29","0.00","0.00","197"
"2018-01-02","9.69","17.61","52.32","20.38","0.00","0.00","183"
"2017-12-26","9.69","17.61","66.60","6.10","0.00","0.00","169"
"2017-12-19","9.69","19.48","64.73","6.10","0.00","0.00","167"
"2017-12-12","12.57","21.61","65.05","0.77","0.00","0.00","154"
"2017-12-05","14.19","22.20","62.84","0.77","0.00","0.00","150"
"2017-11-28","14.19","33.74","51.31","0.77","0.00","0.00","139"
"2017-11-21","23.07","50.02","26.14","0.77","0.00","0.00","105"
"2017-11-14","25.03","52.80","21.41","0.77","0.00","0.00","98"
"2017-11-07","28.30","49.53","21.41","0.77","0.00","0.00","95"
"2017-10-31","35.30","44.52","19.42","0.77","0.00","0.00","86"
"2017-10-24","42.19","45.24","12.57","0.00","0.00","0.00","70"
"2017-10-17","48.10","45.42","6.49","0.00","0.00","0.00","58"
"2017-10-10","50.86","42.65","6.49","0.00","0.00","0.00","56"
"2017-10-03","46.31","46.34","7.35","0.00","0.00","0.00","61"
"2017-09-26","48.82","43.58","7.60","0.00","0.00","0.00","59"
"2017-09-19","57.83","34.56","7.60","0.00","0.00","0.00","50"
"2017-09-12","57.70","34.70","7.60","0.00","0.00","0.00","50"
"2017-09-05","57.70","34.70","7.60","0.00","0.00","0.00","50"
"2017-08-29","72.95","21.10","5.95","0.00","0.00","0.00","33"
"2017-08-22","74.88","19.17","5.95","0.00","0.00","0.00","31"
"2017-08-15","72.20","21.96","5.85","0.00","0.00","0.00","34"
"2017-08-08","66.18","27.97","5.69","0.16","0.00","0.00","40"
"2017-08-01","63.74","30.41","5.69","0.16","0.00","0.00","42"
"2017-07-25","40.15","51.61","8.09","0.16","0.00","0.00","68"
"2017-07-18","36.42","49.23","14.19","0.16","0.00","0.00","78"
"2017-07-11","48.33","37.32","14.19","0.16","0.00","0.00","66"
"2017-07-04","54.38","32.71","12.76","0.16","0.00","0.00","59"
"2017-06-27","68.78","19.31","11.76","0.16","0.00","0.00","43"
"2017-06-20","68.78","19.31","11.76","0.16","0.00","0.00","43"
"2017-06-13","71.96","16.13","11.76","0.16","0.00","0.00","40"
"2017-06-06","71.96","16.13","11.76","0.16","0.00","0.00","40"
"2017-05-30","73.73","14.35","11.76","0.16","0.00","0.00","38"
"2017-05-23","73.73","14.35","11.76","0.16","0.00","0.00","38"
"2017-05-16","72.24","15.85","11.76","0.16","0.00","0.00","40"
